GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,5.6 [3.1-9.2],5.60000,3.10000,9.20000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,DJI,2006,2006,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.1 [3.5-9.8],6.10000,3.50000,9.80000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.2 [3.5-9.9],6.20000,3.50000,9.90000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.4 [3.0-11.4],6.40000,3.00000,11.40000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,4.0 [1.3-8.7],4.00000,1.30000,8.70000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,4.0 [1.5-8.3],4.00000,1.50000,8.30000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,4.4 [2.2-7.8],4.40000,2.20000,7.80000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,4.6 [2.4-8.0],4.60000,2.40000,8.00000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.1 [2.7-8.4],5.10000,2.70000,8.40000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.2 [2.8-8.5],5.20000,2.80000,8.50000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.5 [3.1-8.7],5.50000,3.10000,8.70000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,DJI,2007,2007,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.5 [3.2-8.9],5.50000,3.20000,8.90000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.9 [2.6-10.7],5.90000,2.60000,10.70000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1981,1981,,EMR,Eastern Mediterranean,,DJI,1981,1981,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,5.8 [2.1-11.6],5.80000,2.10000,11.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,DJI,1983,1983,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.0 [2.5-11.3],6.00000,2.50000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1988,1988,,EMR,Eastern Mediterranean,,DJI,1988,1988,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.5 [3.3-11.3],6.50000,3.30000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1990,1990,,EMR,Eastern Mediterranean,,DJI,1990,1990,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,6.9 [3.6-11.4],6.90000,3.60000,11.40000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1997,1997,,EMR,Eastern Mediterranean,,DJI,1997,1997,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.9 [4.4-12.6],7.90000,4.40000,12.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,DJI,1999,1999,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.1 [4.6-12.8],8.10000,4.60000,12.80000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2006,2006,,EMR,Eastern Mediterranean,,DJI,2006,2006,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.5 [5.1-13.2],8.50000,5.10000,13.20000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [5.0-13.4],8.60000,5.00000,13.40000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2013,2013,,EMR,Eastern Mediterranean,,DJI,2013,2013,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.6 [4.2-14.7],8.60000,4.20000,14.70000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.7 [2.1-11.8],5.70000,2.10000,11.80000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,5.8 [2.4-11.3],5.80000,2.40000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.3 [3.2-10.6],6.30000,3.20000,10.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,6.6 [3.5-10.9],6.60000,3.50000,10.90000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.1 [4.0-11.3],7.10000,4.00000,11.30000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.2 [4.1-11.5],7.20000,4.10000,11.50000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.4 [4.4-11.5],7.40000,4.40000,11.50000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,DJI,2007,2007,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.5 [4.4-11.8],7.50000,4.40000,11.80000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.6 [3.6-13.5],7.60000,3.60000,13.50000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.7 [2.9-9.9],5.70000,2.90000,9.90000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,DJI,1984,1984,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.0 [2.2-6.6],4.00000,2.20000,6.60000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,6.3 [3.9-9.4],6.30000,3.90000,9.40000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,DJI,1991,1991,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,4.7 [3.0-7.0],4.70000,3.00000,7.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,7.2 [4.8-10.3],7.20000,4.80000,10.30000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.4 [3.6-7.8],5.40000,3.60000,7.80000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,7.7 [5.3-10.8],7.70000,5.30000,10.80000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.7 [4.0-8.0],5.70000,4.00000,8.00000,,,
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,8.0 [5.6-11.2],8.00000,5.60000,11.20000,,,
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2379,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,6.0 [3.8-9.0],6.00000,3.80000,9.00000,,,
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2381,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,2016,2016,Djibouti,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,No data,,,,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,86.1 [83.1-88.7],86.11650,83.05151,88.70226,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,86.0 [83.0-88.6],86.00318,82.96996,88.57036,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.7 [82.7-88.3],85.71478,82.69962,88.27924,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS11-17,11-17 years,,BTSX,Both sexes,,,,,,,,85.6 [82.6-88.2],85.59682,82.56264,88.17924,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.2 [86.5-91.4],89.20038,86.54843,91.38157,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.2 [86.6-91.4],89.21317,86.60706,91.36272,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,DJI,2008,2008,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.2 [86.7-91.3],89.24368,86.70098,91.34874,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.25551,86.71696,91.35726,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS11-17,11-17 years,,FMLE,Female,,,,,,,,89.3 [86.7-91.4],89.26823,86.72091,91.37550,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,DJI,2001,2001,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,83.1 [79.6-86.1],83.09597,79.62641,86.07797,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,82.9 [79.4-85.8],82.86207,79.41091,85.83790,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2010,2010,,EMR,Eastern Mediterranean,,DJI,2010,2010,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,82.0 [78.5-85.1],82.02422,78.50607,85.07599,,,
NCD_PAC_ADO,Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4482,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,YEARS11-17,11-17 years,,MLE,Male,,,,,,,,81.8 [78.2-84.9],81.77875,78.19926,84.88412,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1980,1980,,EMR,Eastern Mediterranean,,DJI,1980,1980,Djibouti,,,,,MLE,Male,,,,,,,,5.55 [4.42-6.71],5.55468,4.42486,6.70579,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,DJI,1982,1982,Djibouti,,,,,MLE,Male,,,,,,,,5.58 [4.59-6.58],5.57588,4.59292,6.58048,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,,,,MLE,Male,,,,,,,,5.62 [4.84-6.37],5.62253,4.84130,6.37378,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,,,,MLE,Male,,,,,,,,5.64 [4.90-6.33],5.63741,4.89716,6.33362,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,,,,MLE,Male,,,,,,,,5.61 [4.94-6.28],5.61307,4.94448,6.28279,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1998,1998,,EMR,Eastern Mediterranean,,DJI,1998,1998,Djibouti,,,,,MLE,Male,,,,,,,,5.58 [4.92-6.23],5.58061,4.91701,6.22848,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,,,,MLE,Male,,,,,,,,5.45 [4.77-6.13],5.45340,4.77153,6.12629,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,DJI,2007,2007,Djibouti,,,,,MLE,Male,,,,,,,,5.42 [4.71-6.13],5.42018,4.70638,6.13478,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,,,,MLE,Male,,,,,,,,5.33 [4.38-6.26],5.32574,4.37767,6.26436,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,,,,MLE,Male,,,,,,,,5.30 [4.19-6.37],5.29502,4.19323,6.36686,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2014,2014,,EMR,Eastern Mediterranean,,DJI,2014,2014,Djibouti,,,,,FMLE,Female,,,,,,,,5.13 [3.73-6.56],5.12866,3.72838,6.55676,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2012,2012,,EMR,Eastern Mediterranean,,DJI,2012,2012,Djibouti,,,,,FMLE,Female,,,,,,,,5.16 [3.97-6.39],5.16257,3.96730,6.38959,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2005,2005,,EMR,Eastern Mediterranean,,DJI,2005,2005,Djibouti,,,,,FMLE,Female,,,,,,,,5.31 [4.50-6.13],5.30626,4.49850,6.13444,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,DJI,2003,2003,Djibouti,,,,,FMLE,Female,,,,,,,,5.35 [4.56-6.16],5.35000,4.55579,6.15547,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1996,1996,,EMR,Eastern Mediterranean,,DJI,1996,1996,Djibouti,,,,,FMLE,Female,,,,,,,,5.52 [4.70-6.32],5.52428,4.69613,6.31614,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,DJI,1994,1994,Djibouti,,,,,FMLE,Female,,,,,,,,5.56 [4.73-6.37],5.55888,4.72769,6.36562,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1989,1989,,EMR,Eastern Mediterranean,,DJI,1989,1989,Djibouti,,,,,FMLE,Female,,,,,,,,5.59 [4.71-6.41],5.59137,4.70578,6.40879,,,
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2380,PUBLISHED,Published,,1987,1987,,EMR,Eastern Mediterranean,,DJI,1987,1987,Djibouti,,,,,FMLE,Female,,,,,,,,5.59 [4.64-6.47],5.58551,4.63504,6.47454,,,
